"","trial","reaction_time","id","targ_index","scaled_rt"
"406",8770,613,"spoli_c_396",22,-0.507548358910558
"407",8791,760,"spoli_c_396",23,1.32973322725282
"408",8803,638,"spoli_c_396",24,-0.195085504120867
"409",9066,663,"spoli_c_409",1,-0.28632617017007
"410",9072,647,"spoli_c_409",2,-0.354150404288418
"411",9084,635,"spoli_c_409",3,-0.405018579877178
"412",9096,449,"spoli_c_409",4,-1.19347530150297
"413",9108,611,"spoli_c_409",5,-0.5067549310547
"414",9123,614,"spoli_c_409",6,-0.49403788715751
"415",9135,764,"spoli_c_409",7,0.141814307702
"416",9141,848,"spoli_c_409",8,0.497891536823325
"417",9159,575,"spoli_c_409",9,-0.659359457820982
"418",9165,NA,"spoli_c_409",10,NA
"419",9180,660,"spoli_c_409",11,-0.29904321406726
"420",9195,825,"spoli_c_409",12,0.4003942002782
"421",9207,1425,"spoli_c_409",13,2.94380297971624
"422",9216,811,"spoli_c_409",14,0.341047995424646
"423",9222,754,"spoli_c_409",15,0.0994241613780326
"424",9234,1312,"spoli_c_409",16,2.46479432625541
"425",9249,689,"spoli_c_409",17,-0.176111789727755
"426",9258,623,"spoli_c_409",18,-0.455886755465939
"427",9273,587,"spoli_c_409",19,-0.608491282232221
"428",9285,775,"spoli_c_409",20,0.188443468658364
"429",9297,NA,"spoli_c_409",21,NA
"430",9303,746,"spoli_c_409",22,0.0655120443188587
"431",9324,677,"spoli_c_409",23,-0.226979965316516
"432",9336,382,"spoli_c_409",24,-1.47748928187355
"433",9591,441,"spoli_c_419",1,-0.348746168686972
"434",9609,457,"spoli_c_419",2,-0.277889804255333
"435",9618,648,"spoli_c_419",3,0.567958046147354
"436",9624,516,"spoli_c_419",4,-0.0166069604136653
"437",9636,454,"spoli_c_419",5,-0.291175372586265
"438",9657,-437,"spoli_c_419",6,-4.23698916687314
"439",9669,610,"spoli_c_419",7,0.399674180622212
"440",9681,621,"spoli_c_419",8,0.448387931168964
"441",9693,547,"spoli_c_419",9,0.120677245672635
"442",9702,558,"spoli_c_419",10,0.169390996219386
"443",9708,492,"spoli_c_419",11,-0.122891507061123
"444",9723,502,"spoli_c_419",12,-0.0786062792913492
"445",9732,559,"spoli_c_419",13,0.173819518996364
"446",9750,563,"spoli_c_419",14,0.191533610104273
"447",9759,522,"spoli_c_419",15,0.00996417624819919
"448",9771,541,"spoli_c_419",16,0.0941061090107701
"449",9792,465,"spoli_c_419",17,-0.242461622039514
"450",9798,706,"spoli_c_419",18,0.824812367212044
"451",9813,502,"spoli_c_419",19,-0.0786062792913492
"452",9831,453,"spoli_c_419",20,-0.295603895363243
"453",9840,656,"spoli_c_419",21,0.603386228363173
"454",9849,669,"spoli_c_419",22,0.66095702446388
"455",9864,570,"spoli_c_419",23,0.222533269543115
"456",9870,859,"spoli_c_419",24,1.50237635208959
"457",10130,NA,"spoli_c_426",1,NA
"458",10136,679,"spoli_c_426",2,0.818253716763165
"459",10148,610,"spoli_c_426",3,0.637376579373413
"460",10160,629,"spoli_c_426",4,0.687183327350301
"461",10172,482,"spoli_c_426",5,0.301836382476481
"462",10187,-252,"spoli_c_426",6,-1.62227693410436
"463",10199,-333,"spoli_c_426",7,-1.8346109649532
"464",10205,232,"spoli_c_426",8,-0.353515564587839
"465",10223,-503,"spoli_c_426",9,-2.28025028895694
"466",10229,546,"spoli_c_426",10,0.469606480924947
"467",10244,159,"spoli_c_426",11,-0.54487833313062
"468",10259,299,"spoli_c_426",12,-0.177881242774601
"469",10271,406,"spoli_c_426",13,0.102609390568928
"470",10280,280,"spoli_c_426",14,-0.227687990751489
"471",10286,304,"spoli_c_426",15,-0.164774203833315
"472",10298,315,"spoli_c_426",16,-0.135938718162485
"473",10313,441,"spoli_c_426",17,0.194358663157933
"474",10322,NA,"spoli_c_426",18,NA
"475",10337,263,"spoli_c_426",19,-0.272251923151863
"476",10349,763,"spoli_c_426",20,1.03845197097678
"477",10361,1056,"spoli_c_426",21,1.80652445293616
"478",10367,NA,"spoli_c_426",22,NA
"479",10388,892,"spoli_c_426",23,1.37661357566197
"480",10400,436,"spoli_c_426",24,0.181251624216646
"481",10655,544,"spoli_c_439",1,0.17616873815249
"482",10673,572,"spoli_c_439",2,0.210246283356426
"483",10682,759,"spoli_c_439",3,0.437835603111284
"484",10688,1561,"spoli_c_439",4,1.41391386216688
"485",10700,NA,"spoli_c_439",5,NA
"486",10721,NA,"spoli_c_439",6,NA
"487",10733,NA,"spoli_c_439",7,NA
"488",10745,636,"spoli_c_439",8,0.288137815251137
"489",10757,773,"spoli_c_439",9,0.454874375713252
"490",10766,-835,"spoli_c_439",10,-1.50215036314135
"491",10772,NA,"spoli_c_439",11,NA
"492",10787,NA,"spoli_c_439",12,NA
"493",10796,NA,"spoli_c_439",13,NA
"494",10814,NA,"spoli_c_439",14,NA
"495",10823,NA,"spoli_c_439",15,NA
"496",10835,NA,"spoli_c_439",16,NA
"497",10856,NA,"spoli_c_439",17,NA
"498",10862,NA,"spoli_c_439",18,NA
"499",10877,NA,"spoli_c_439",19,NA
"500",10895,NA,"spoli_c_439",20,NA
"501",10904,-816,"spoli_c_439",21,-1.47902631461011
"502",10913,NA,"spoli_c_439",22,NA
"503",10928,NA,"spoli_c_439",23,NA
"504",10934,NA,"spoli_c_439",24,NA
"505",11187,587,"spoli_c_444",1,-0.0336210228138722
"506",11205,665,"spoli_c_444",2,0.118308737710276
"507",11214,680,"spoli_c_444",3,0.147525999349535
"508",11220,844,"spoli_c_444",4,0.46696805993877
"509",11232,620,"spoli_c_444",5,0.0306569527924982
"510",11253,-970,"spoli_c_444",6,-3.06637278096898
"511",11265,756,"spoli_c_444",7,0.295560124988449
"512",11277,601,"spoli_c_444",8,-0.00635157861723025
"513",11289,668,"spoli_c_444",9,0.124152190038128
